first_air_date,id,name,origin_country,original_language,overview,poster_path,vote_average,genre_1,genre_2
1962-10-01,2144,The Lucy Show,['US'],en,"The Lucy Show is an American sitcom that aired on CBS from 1962–68. It was Lucille Ball's follow-up to I Love Lucy. A significant change in cast and premise for the 1965–66 season divides the program into two distinct eras; aside from Ball, only Gale Gordon, who joined the program for its second season, remained. For the first three seasons, Vivian Vance was the co-star.

The earliest scripts were entitled The Lucille Ball Show, but when this title was declined, producers thought of calling the show This Is Lucy or The New Adventures of Lucy, before deciding on the title The Lucy Show. Ball won consecutive Emmy Awards as Outstanding Lead Actress in a Comedy Series for the series' final two seasons, 1966–67 and 1967–68.",https://image.tmdb.org/t/p/original/sdmFoI7pKzE4XoIVrVNt4ouXlbH.jpg,7.1,35,
2023-09-18,230525,Unpredictable Family,['KR'],ko,"A romantic family drama about a divorced couple who broke up 30 years ago out of hate, reuniting as in-laws through their children and overcoming long overdue conflicts and enmity.",https://image.tmdb.org/t/p/original/goMzJ6rxTndGki2pKpyAKuKNXHY.jpg,6.8,10751,35
2011-10-02,46298,Hunter x Hunter,['JP'],ja,"Twelve-year-old Gon Freecss one day discovers that the father he had always been told was dead was alive. His Father, Ging, is a Hunter — a member of society's elite with a license to go anywhere or do almost anything. Gon, determined to follow in his father's footsteps, decides to take the Hunter Examination and eventually find his father to prove himself as a Hunter in his own right. But on the way, he learns that there is more to becoming a Hunter than previously thought, and the challenges that he must face are considered the toughest in the world.",https://image.tmdb.org/t/p/original/ucpgmUR1h5Te1BYegKItoPjOeF7.jpg,8.6,16,10759
2003-02-21,4419,Real Time with Bill Maher,['US'],en,"Each week Bill Maher surrounds himself with a panel of guests which include politicians, actors, comedians, musicians and the like to discuss what's going on in the world.",https://image.tmdb.org/t/p/original/pbpoLLp4kvnYVfnEGiEhagpJuVZ.jpg,6.1,35,10767
1952-12-26,94722,Tagesschau,['DE'],de,"German daily news program, the oldest still existing program on German television.",https://image.tmdb.org/t/p/original/7dFZJ2ZJJdcmkp05B9NWlqTJ5tq.jpg,6.9,10763,
2002-09-23,1620,CSI: Miami,['US'],en,"CSI: Miami follows Crime Scene Investigators working for the Miami-Dade Police Department as they use physical evidence, similar to their Las Vegas counterparts, to solve grisly murders. The series mixes deduction, gritty subject matter, and character-driven drama in the same vein as the original series in the CSI franchise, except that the Miami CSIs are cops first, scientists second.",https://image.tmdb.org/t/p/original/pNW64pjaHvf6purNaFhq4SHYRfl.jpg,7.7,18,9648
1987-09-22,4313,Full House,['US'],en,"After the death of his wife, Danny enlists his best friend and his brother-in-law to help raise his three daughters, D.J., Stephanie, and Michelle.",https://image.tmdb.org/t/p/original/7g0EyKsIaYjYw3gCIBKMHHE0Kcu.jpg,7.6,35,10751
2014-09-24,61381,black-ish,['US'],en,"A family man struggles to gain a sense of cultural identity while raising his kids in a predominantly white, upper-middle-class neighborhood.",https://image.tmdb.org/t/p/original/ga1zJ6UejPIfyL8BA22pK6dqsC8.jpg,7.3,35,
1989-04-23,4386,Baywatch,['US'],en,Join the Baywatch lifeguards on their thrilling adventures filled with beautiful beaches and those iconic red swimsuits.,https://image.tmdb.org/t/p/original/34t8WxHn1OcIVpcTxmjYmjX9tE4.jpg,5.9,10759,18
2009-09-30,1422,The Middle,['US'],en,"The daily mishaps of a married woman and her semi-dysfunctional family and their attempts to survive life in general in the city of Orson, Indiana.",https://image.tmdb.org/t/p/original/bHmISCAqsGdxWcH3ECcGEoS1rOh.jpg,7.6,35,
2023-05-08,209265,Land of Desire,['BR'],pt,"When her husband is killed in a land grabbing attempt, Aline takes charge of cultivating his land and protecting his family. Facing the powerful Antonio La Selva, responsible for the death of her husband and the largest landowner in the region, Aline is determined to keep possession of her land and invest in its production. However, she didn't expect that she would fall in love with Daniel, son of her rival, who is at odds with his rebellious half-brother, Caio, who, in turn, also falls in love with the girl. In the interior of Brazil, Aline will have to fight two battles: the dispute for her lands and for her heart.",https://image.tmdb.org/t/p/original/uepOV5gGm58evBKHpAtHePYtNYc.jpg,6.4,18,80
1996-10-25,4330,Millennium,"['US', 'CA']",en,"A retired FBI serial-profiler joins the mysterious Millennium Group, a team of underground ex-law enforcement experts dedicated to fighting against the ever-growing forces of evil and darkness in the world.",https://image.tmdb.org/t/p/original/qi69yoYHNL30Mznult8mQc2dngu.jpg,7.7,18,80
2001-09-24,2406,Crossing Jordan,['US'],en,"Crossing Jordan is an American television crime/drama series that stars Jill Hennessy as Jordan Cavanaugh, M.D., a crime-solving forensic pathologist employed in the Massachusetts Office of the Chief Medical Examiner.",https://image.tmdb.org/t/p/original/bywFoHoLZvW2vxDc7n4ToAKkR0y.jpg,7.3,18,
1967-03-28,4582,Ironside,['US'],en,"When an assassin's bullet confines him to a wheelchair for life ending his career as Chief of Detectives, Robert T. Ironside becomes a consultant to the police department. Detective Sergeant Ed Brown and policewoman Eve Whitfield join with him to crack varied and fascinating cases. Ex-con Mark Sanger is employed by the chief as home help but eventually becomes a fully fledged member of the team also. Officer Whitfield leaves after 4 years service, and is replaced by Officer Fran Belding.",https://image.tmdb.org/t/p/original/Fu9Sv0pQ0s89uWwwXcaG0kiNW7.jpg,6.9,80,18
1984-01-22,2119,Airwolf,['US'],en,"As part of a deal with an intelligence agency to look for his missing brother, a renegade pilot goes on missions with an advanced battle helicopter.",https://image.tmdb.org/t/p/original/4PAN7zPqmR9b73een97WkxqCTQN.jpg,7.5,10759,10765
1972-09-14,5021,The Waltons,['US'],en,The Waltons live their life in a rural Virginia community during the Great Depression and World War II.,https://image.tmdb.org/t/p/original/yFuTgqxBFfRcf4YX2QZ2L6vp0H9.jpg,6.9,18,
2013-06-03,46880,The Fosters,['US'],en,"Stef Foster, a dedicated police officer, and her partner Lena Adams, a school vice principal, have built a close-knit, loving family with Stef's biological son from a previous marriage, Brandon, and their adopted twins, Mariana and Jesus. Their lives are disrupted in unexpected ways when Lena meets Callie, a hardened teen with an abusive past who has spent her life in and out of foster homes. Lena and Stef welcome Callie and her brother, Jude, into their home thinking it's just for a few weeks, until a more permanent placement can be found. But life has something else in store for the Fosters.",https://image.tmdb.org/t/p/original/h8pYmBwj76Pi2vt8HFnzdlsjEsA.jpg,7.6,18,
2001-10-22,12513,Operación Triunfo,['ES'],es,"Reality-show talent contest aimed to find the country's next solo singing sensation, putting a selection of hopefuls through their paces by getting them to sing a variety of cover versions of popular songs, with tutoring from various professionals.",https://image.tmdb.org/t/p/original/8Qfq22zP5PeUKJfN5bFPFJtJz5i.jpg,5.7,10764,
1957-09-21,4177,Perry Mason,['US'],en,The cases of master criminal defense attorney Perry Mason and his staff who handled the most difficult of cases in the aid of the innocent.,https://image.tmdb.org/t/p/original/1th2fC46icNw67k51FykUn3wwC0.jpg,7.7,9648,18
1993-01-03,580,Star Trek: Deep Space Nine,['US'],en,"At Deep Space Nine, a space station located next to a wormhole in the vicinity of the liberated planet of Bajor, Commander Sisko and crew welcome alien visitors, root out evildoers and solve all types of unexpected problems that come their way.",https://image.tmdb.org/t/p/original/37gPCTyiQOLa9vJeKrpX4HqRq6P.jpg,7.9,10765,10759
1994-01-26,3137,Babylon 5,['US'],en,"Babylon 5 is a five-mile long space station located in neutral space. Built by the Earth Alliance in the 2250s, its goal is to maintain peace among the various alien races by providing a sanctuary where grievances and negotiations can be worked out among duly appointed ambassadors. A council made up of representatives from the five major space-faring civilizations - the Earth Alliance, Minbari Federation, Centauri Republic, Narn Regime, and Vorlon Empire - work with the League of Non-Aligned Worlds to keep interstellar relations under control. Aside from its diplomatic function, Babylon 5 also serves as a military post for Earth and a port of call for travelers, traders, businessmen, criminals, and Rangers.",https://image.tmdb.org/t/p/original/rj87TqwabgJzslrH4G6BCDseBKV.jpg,8.1,18,10765
1981-01-12,3769,Dynasty,['US'],en,"The saga of a wealthy Denver family in the oil business: Blake Carrington, the patriarch; Krystle, his former secretary and wife; his children: Adam, lost in childhood after a kidnapping; Fallon, pampered and spoiled; Steven, openly gay; and Amanda, hidden from him by his ex-wife, the conniving Alexis. Most of the show features the conflict between 2 large corporations, Blake's Denver Carrington and Alexis' ColbyCo.",https://image.tmdb.org/t/p/original/bKBTf22IDwD39GbpQ6clYQ2WCtA.jpg,6.3,10766,18
1998-09-01,2408,The Wild Thornberrys,['US'],en,The Wild Thornberrys is an American animated television series that aired on Nickelodeon.,https://image.tmdb.org/t/p/original/6SHAvvwmOFJwFhbkAqa6MjsiO7P.jpg,6.9,16,35
2009-09-22,1435,The Good Wife,['US'],en,Alicia Florrick boldly assumes full responsibility for her family and re-enters the workforce after her husband's very public sex and political corruption scandal lands him in jail.,https://image.tmdb.org/t/p/original/lasNCd45fpPLirlA7QxkuopWro.jpg,7.6,18,
2000-10-05,4586,Gilmore Girls,['US'],en,"Set in the charming town of Stars Hollow, Connecticut, the series follows the captivating lives of Lorelai and Rory Gilmore, a mother/daughter pair who have a relationship most people only dream of.",https://image.tmdb.org/t/p/original/8hWwBpB1mLUKqzjdGrcvJcIklp4.jpg,7.9,35,18
1987-09-28,655,Star Trek: The Next Generation,['US'],en,"Follow the intergalactic adventures of Capt. Jean-Luc Picard and his loyal crew aboard the all-new USS Enterprise NCC-1701D, as they explore new worlds.",https://image.tmdb.org/t/p/original/vkLzXddgUKH5VcpnYiRzpJFrZhz.jpg,8.4,10765,10759
2004-10-03,4598,Boston Legal,['US'],en,Alan Shore and Denny Crane lead a brigade of high-priced civil litigators in an upscale Boston law firm in a series focusing on the professional and personal lives of brilliant but often emotionally challenged attorneys. A spin-off of long-running series The Practice.,https://image.tmdb.org/t/p/original/eQyJoKFGUTlytx9f2zNjqmMOR82.jpg,7.9,35,18
2002-10-03,46260,Naruto,['JP'],ja,"Naruto Uzumaki, a mischievous adolescent ninja, struggles as he searches for recognition and dreams of becoming the Hokage, the village's leader and strongest ninja.",https://image.tmdb.org/t/p/original/xppeysfvDKVx775MFuH8Z9BlpMk.jpg,8.4,16,10759
1962-10-02,4316,Combat!,['US'],en,"Combat! is an American television program that originally aired on ABC from 1962 until 1967. The show covered the grim lives of a squad of American soldiers fighting the Germans in France during World War II. The program starred Rick Jason as platoon leader Second Lieutenant Gil Hanley and Vic Morrow as Sergeant ""Chip"" Saunders.",https://image.tmdb.org/t/p/original/4Xk9VQ5Xa6jkRHBINkHiRzRNgde.jpg,7.6,10768,18
2020-11-02,112470,Here it all begins,['FR'],fr,,https://image.tmdb.org/t/p/original/60cqjI590JKXCAABqCStVmSBGET.jpg,6.8,10766,
2015-11-16,235484,Suidooster,['ZA'],af,"Suidooster is a South African television soap opera produced by Suidooster Films which revolves around a matriarch, her family, friends and the people of Suidooster, a small shopping and business centre in the fictional Cape Town suburb of Ruiterbosch.",https://image.tmdb.org/t/p/original/u4tPY6df9atOne5soyW7vUyRgvD.jpg,8.5,10766,
2015-08-24,63401,We Bare Bears,['US'],en,"Three brother bears awkwardly attempt to find their place in civilized  society, whether they're looking for food, trying to make human friends,  or scheming to become famous on the internet. Grizzly, Panda and Ice  Bear stack atop one another when they leave their cave and explore the  hipster environs of the San Francisco Bay Area, and it's clear the  siblings have a lot to learn about a technologically driven world. By  their side on many adventures are best friend Chloe (the only human  character in the cast), fame-obsessed panda Nom Nom, and Charlie, aka  Bigfoot.",https://image.tmdb.org/t/p/original/3xWzlLZ0kAD6SkVZTekFM9lxZyP.jpg,7.7,10751,35
2016-01-21,62643,DC's Legends of Tomorrow,['US'],en,"When heroes alone are not enough ... the world needs legends. Having seen the future, one he will desperately try to prevent from happening, time-traveling rogue Rip Hunter is tasked with assembling a disparate group of both heroes and villains to confront an unstoppable threat — one in which not only is the planet at stake, but all of time itself. Can this ragtag team defeat an immortal threat unlike anything they have ever known?",https://image.tmdb.org/t/p/original/icv3e1l8od9VjQD4NlvpBySyY09.jpg,7.3,10759,10765
