first_air_date,id,name,origin_country,original_language,overview,poster_path,vote_average,genre_1,genre_2
2007-04-05,34109,Bakugan Battle Brawlers,"['JM', 'JP', 'CA']",ja,Centers on the lives of creatures called Bakugan and the battle brawlers who possess them.,https://image.tmdb.org/t/p/original/vptVwP1uej035bHzirMtEMSndn.jpg,8.3,10759,16
2014-07-26,61852,Henry Danger,['US'],en,"When 13-year-old Henry Hart lands a job as Danger, the sidekick-in-training to superhero Captain Man, he must learn to navigate a double life balancing the challenges of 8th grade with the crazy adventures of a real-life crime fighter!",https://image.tmdb.org/t/p/original/f3TEP5SROTpL6e520ohhSNbUv1E.jpg,8.3,35,10751
2001-11-14,1693,The Bernie Mac Show,['US'],en,"The Bernie Mac Show is an American sitcom that aired on Fox for five seasons from November 14, 2001 to April 14, 2006. The series featured comic actor Bernie Mac and his wife Wanda raising his sister's three kids: Jordan, Bryana, and Vanessa.",https://image.tmdb.org/t/p/original/auTnAsA5USO1901qti1mxbUIVoE.jpg,6.4,35,
2006-10-07,37585,Kenichi: The Mightiest Disciple,['JP'],ja,"Yeah, Kenichi’s a total wimp. He’s always getting picked on and doesn’t have a lot of friends to stick up for him. The guy needs motivation if he hopes to graduate in one piece. Well, Miu’s the perfect motivation. She’s hot, she accepts him, and she just so happens to live at a dojo with six martial arts masters. You could say fate has led Kenichi to their door, or you could say he was just following the hottie. Either way, he’s about to get whipped into serious shape. If he can survive some hard-core training, he might survive another day at school. He might even score with Miu. Yeah, you could call Kenichi a wimp. But let’s go with underdog instead.",https://image.tmdb.org/t/p/original/pLzfW5xWN9sOId6C6vgcv8otnN7.jpg,8.5,10759,16
2018-09-26,81499,A Million Little Things,['US'],en,A group of friends from Boston who feel stuck in life experience an unexpected wake-up call after one of their friends dies unexpectedly.,https://image.tmdb.org/t/p/original/Li7uDf1jUEOP4HJaKHX3iXxlad.jpg,7.6,18,
1982-06-29,11285,The Mysterious Cities of Gold,"['FR', 'JP', 'LU']",ja,The adventures of a young Spanish boy named Esteban who joins a voyage to the New World in search of the lost Cities of Gold and his father.,https://image.tmdb.org/t/p/original/teITE9N4ZlciNSkigrI0RvtWZs.jpg,7.9,10762,16
1996-09-28,1716,Early Edition,['US'],en,Gary Hobson thinks he may even be losing his mind when tomorrow's newspaper mysteriously arrives today giving him a disconcerting look into the future. What will he do with tomorrow's news?,https://image.tmdb.org/t/p/original/uycL5H5ir0ckyyt17FXZAuSQU4p.jpg,7.4,10765,18
1997-08-13,2190,South Park,['US'],en,"Follows the misadventures of four irreverent grade-schoolers in the quiet, dysfunctional town of South Park, Colorado.",https://image.tmdb.org/t/p/original/xJnbMTrJ2fl1AXAKx34U4BPvOhs.jpg,8.4,16,35
2005-04-05,8872,Aquarion,['JP'],ja,"Set in the future, a giant fighting machine called the Aquarion is humanity's only effective weapon in the fight against the technologically advanced species called the Shadow Angels.",https://image.tmdb.org/t/p/original/b7nYCiRLElXOcSICrZ8jdBqQP1m.jpg,6.8,10759,16
2008-03-08,3854,The Spectacular Spider-Man,['US'],en,"Having spent the summer engaging common criminals with his new-found powers, not so typical 16-year-old Peter Parker must conceal his secret identity and battle super-villains in the real world as he enters his junior year of high school.",https://image.tmdb.org/t/p/original/dCNxOhXT7c4lqYuRpdM3m8s9XDp.jpg,8.6,10759,16
1992-09-22,4438,Hangin' with Mr. Cooper,['US'],en,"Hangin' with Mr. Cooper is an American television sitcom that originally aired on ABC from 1992 to 1997, starring Mark Curry and Holly Robinson. The show took place in Curry's hometown of Oakland, California. Hangin' with Mr. Cooper was produced by Jeff Franklin Productions, in association with Warner Bros. Television, and also became produced by Bickley-Warren Productions by the third season.

The show originally aired on Tuesdays in prime time after sister series Full House. The show found its niche as an addition to the already successful TGIF Friday night lineup on ABC, and was part of the lineup from September 1993 to May 1996, before moving to Saturdays for its fifth and final season.",https://image.tmdb.org/t/p/original/y6jjIhPcvNijt632WAa4AuXu73L.jpg,6.4,35,
2008-06-01,7235,In Plain Sight,['US'],en,U.S. Marshal Mary Shannon must hunt down witnesses for federal cases in the witness protection program while also managing a rather dysfunctional family and her own personal life.,https://image.tmdb.org/t/p/original/sYxUjS4PblT1YKg1Cy5YdXPNeuN.jpg,7.1,18,10759
1983-09-17,2160,Alvin and the Chipmunks,['US'],en,"Three chipmunk brothers, Alvin, Simon, and Theodore are adopted by human, Dave.",https://image.tmdb.org/t/p/original/rmx8Khnutah9dnbpkYjJZSMzSID.jpg,6.8,16,35
1998-09-29,2822,Felicity,['US'],en,"Felicity Porter, a sensitive and intelligent girl from the San Francisco Bay Area, decides to give up a slot at Stanford University's pre-med program to follow her long time crush to college in New York City. Things get even more complicated when she meets her dorm's resident advisor and they fall in love.",https://image.tmdb.org/t/p/original/i6gZ7fVpLBK3l5FkxCzMtEtT7Bz.jpg,6.6,18,
1996-08-28,2312,The Jamie Foxx Show,['US'],en,"Texas native Jamie King is an aspiring actor who heads to Hollywood in hopes to find fame and fortune in the entertainment industry. To support himself, he works at his Aunt Helen and Uncle Junior's Los Angeles hotel, the King's Towers.",https://image.tmdb.org/t/p/original/2xKXfzPeY5jDxvsXSSWszrkF9c8.jpg,6.7,35,
2014-02-06,61744,Mozart in the Jungle,['US'],en,"In the tradition of Anthony Bourdain's ""Kitchen Confidential"" and Gelsey Kirkland's ""Dancing on my Grave"" comes an insider’s look into the secret world of classical musicians.

From her debut recital at Carnegie Recital Hall to the Broadway pits of ""Les Miserables"" and ""Miss Saigon,"" Blair Tindall has played with some of the biggest names in classical music for twenty-five years. Now in ""Mozart in the Jungle,"" Tindall exposes the scandalous rock and roll lifestyles of the musicians, conductors, and administrators who inhabit the insular world of classical music.",https://image.tmdb.org/t/p/original/4mTEw29l1HCfsHbBp2QCYxy82w3.jpg,7.5,35,18
1990-09-09,2720,TaleSpin,['US'],en,Baloo the Bear stars in an adventurous comedy of love and conflict with his friend Kit Cloudkicker. Rebecca Cunningham and her daughter Molly purchase Baloo's failing company and Baloo must fly transport runs to clear his debt while dodging Don Karnage and his sky pirates.,https://image.tmdb.org/t/p/original/gObO6CMSRbQNehvJyF4CwOHC5VI.jpg,7.1,10751,16
1987-09-24,115,A Different World,['US'],en,"A Different World is an American television sitcom which aired for six seasons on NBC. It is a spin-off series from The Cosby Show and originally centered on Denise Huxtable and the life of students at Hillman College, a fictional mixed but historically black college in the state of Virginia. After Bonet's departure in the first season, the remainder of the series primarily focused more on Southern belle Whitley Gilbert and mathematics whiz Dwayne Wayne. The series frequently depicted members of the major historically black fraternities and sororities.

While it was a spin-off from The Cosby Show, A Different World would typically address issues that were avoided by The Cosby Show writers. One episode that aired in 1990 was one of the first American network television episodes to address the HIV/AIDS epidemic.",https://image.tmdb.org/t/p/original/v7fuifcJjcqQxAsOjPviupcmFIZ.jpg,6.8,35,10751
2019-12-26,95594,Fast & Furious Spy Racers,['US'],en,A government agency recruits teen driver Tony Toretto and his thrill-seeking friends to infiltrate a criminal street racing circuit as undercover spies.,https://image.tmdb.org/t/p/original/ejqbIUDbSWlgDeCoKBFGwbFML3N.jpg,7.0,16,10759
1996-01-09,155,3rd Rock from the Sun,['US'],en,"3rd Rock from the Sun is an American sitcom that aired from 1996 to 2001 on NBC. The show is about four extraterrestrials who are on an expedition to Earth, which they consider to be a very insignificant planet. The extraterrestrials pose as a human family in order to observe the behavior of human beings.",https://image.tmdb.org/t/p/original/sUB4lZghNnwQywKqgjIfJsyBqI2.jpg,7.5,10751,10765
1999-01-04,606,"Ed, Edd n Eddy","['CA', 'US']",en,"Three adolescent boys, Ed, Edd ""Double D"", and Eddy, collectively known as ""the Eds"", constantly invent schemes to make money from their peers to purchase their favorite confectionery, jawbreakers. Their plans usually fail though, leaving them in various predicaments.",https://image.tmdb.org/t/p/original/8BguP5zLyf3AzlTgRRhpXdz9bnS.jpg,7.9,16,35
2013-06-24,46331,Under the Dome,['US'],en,"A small town is suddenly and inexplicably sealed off from the rest of the world by an enormous transparent dome. While military forces, the government and the media positioned outside of this surrounding barrier attempt to break it down, a small group of people inside attempt to figure out what the dome is, where it came from, and when (and if) it will go away.",https://image.tmdb.org/t/p/original/fwH0ePhd7m3swtCuFeubtR49ZTd.jpg,7.2,18,9648
2014-01-12,46648,True Detective,['US'],en,"An American anthology police detective series utilizing multiple timelines in which investigations seem to unearth personal and professional secrets of those involved, both within or outside the law.",https://image.tmdb.org/t/p/original/gxBol98pmYdUKfRIBdt1OLhzkKx.jpg,8.3,18,
2019-09-29,79086,Godfather of Harlem,['US'],en,"Loosely based on infamous crime boss Bumpy Johnson, who in the early 1960s returned from ten years in prison to find the neighborhood he once ruled in shambles. With the streets controlled by the Italian mob, Bumpy attempts to regain his piece of Harlem.",https://image.tmdb.org/t/p/original/t2LLLdpsz7RdXNog0nnVFWrMYxB.jpg,8.1,80,18
1978-01-28,39775,Fantasy Island,['US'],en,A magical island hosted by Mr Roarke and Tattoo where weekly guests learn valuable life lessons in their pursuit of fulfilling their dreams. Not all dreams are fulfilled as expected.,https://image.tmdb.org/t/p/original/ppxhytiPrgojE4eb6Tw0EonDzeP.jpg,6.3,10765,18
2009-10-02,30977,A Certain Scientific Railgun,['JP'],ja,"Misaka’s electro-manipulation abilities – and delightfully destructive Railgun projectile move – make her a rock star in Academy City. The techno-metropolis is packed with supernaturally powered students known as espers, including Misaka’s flirty friend and roommate, Kuroko. She uses her teleportation skills as a member of the Judgment law enforcement team, fighting crime alongside her fellow agent Uiharu. Joined by their friend Saten, a spunky Level 0 esper, Misaka, Kuroko, and Uiharu have a blast taking on danger whenever and wherever it arises.",https://image.tmdb.org/t/p/original/dZt1dqw0K4JGhwcqTh8yExHYK9w.jpg,7.1,10759,16
2015-01-10,62110,Assassination Classroom,['JP'],ja,"The students of class 3-E have a mission: kill their teacher before graduation. He has already destroyed the moon, and has promised to destroy the Earth if he can not be killed within a year. But how can this class of misfits kill a tentacled monster, capable of reaching Mach 20 speed, who may be the best teacher any of them have ever had?",https://image.tmdb.org/t/p/original/qf0l0nQ2t06Es3cSXflqx6l6vsJ.jpg,8.5,16,35
2010-09-20,32709,Mike & Molly,['US'],en,A comedy about a working class Chicago couple who find love at an Overeaters Anonymous meeting.,https://image.tmdb.org/t/p/original/5TeRoql7yzyeFWMEA0aiEmd21HJ.jpg,6.8,35,
2013-10-06,60761,Ace of Diamond,['JP'],ja,"Eijun Sawamura is a pitcher who joins an elite school with a brilliant catcher named Kazuya Miyuki. Together with the rest of the team, they strive for Japan's storied Koushien championships through hard work and determination.",https://image.tmdb.org/t/p/original/2BipcmjT5zx0bkhveeXHUWkLRA0.jpg,7.8,16,
1995-03-26,21561,The Outer Limits,['US'],en,"Anthology series of composed of distinct story episodes, sometimes with a plot twist at the end, with occasional recurring story elements that were often tied together during season-finale clip shows.",https://image.tmdb.org/t/p/original/pi6uo8huONeyuxcliK7o6jAc4k4.jpg,7.9,18,10765
1987-11-17,5200,Fireman Sam,['GB'],cy,"Follow the adventures of fireman Sam and his colleagues as they protect the citizens of the Welsh town of Pontypandy. Whenever the alarm sounds, brave Sam and his co-workers can be counted on to jump into a fire engine, hop onto a helicopter, or even launch an inflatable lifeboat to battle blazes, mount rescue missions, or provide medical attention to those in need.",https://image.tmdb.org/t/p/original/cx2OU067ZVfnp0BKZhHUlNIqIg0.jpg,6.3,10762,16
2017-09-27,71789,SEAL Team,['US'],en,"Military drama following the professional and personal lives of the most elite unit of Navy SEALs as they train, plan and execute the most dangerous, high stakes missions our country can ask of them.",https://image.tmdb.org/t/p/original/6iSnec83UEMgLOXAtGYwaVNHLjR.jpg,8.0,10759,18
2019-11-01,87917,For All Mankind,['US'],en,"Explore an aspirational world where NASA and the space program remained a priority and a focal point of our hopes and dreams as told through the lives of NASA astronauts, engineers, and their families.",https://image.tmdb.org/t/p/original/mNXT1QjRCEasXGH3rHCTQm0A0Su.jpg,7.7,18,10765
1994-04-01,3755,"Sister, Sister",['US'],en,"Twins Tia Landry and Tamera Campbell were separated and adopted at birth. Fourteen years later, they encounter each other by chance at the mall. After the families meet, Tia's widowed father agrees to let Tamera and her single mother move in with them.",https://image.tmdb.org/t/p/original/fzJHEbfgRM5uJaon5AVxwJxFMSF.jpg,7.4,35,10751
2018-06-03,76331,Succession,['US'],en,Follow the lives of the Roy family as they contemplate their future once their aging father begins to step back from the media and entertainment conglomerate they control.,https://image.tmdb.org/t/p/original/7HW47XbkNQ5fiwQFYGWdw9gs144.jpg,8.3,18,35
1986-03-01,4453,The Hogan Family,['US'],en,"The Hogan Family is an American television situation comedy that aired on NBC from March 1, 1986 to May 7, 1990, and on CBS from September 15, 1990 until July 20, 1991. It was produced by Miller-Boyett Productions, along with Tal Productions, Inc., and in association with Lorimar Productions, Lorimar-Telepictures and Lorimar Television.

The show was originally titled Valerie and starred Valerie Harper as a mother trying to juggle her career with raising her three sons by her often-absent airline-pilot husband. Harper was written out of the series after the second season because of a dispute with the show's producers. Sandy Duncan joined the cast as the boys' aunt, who moved in and became their surrogate mom. During the show's third season, the series was known as Valerie's Family: The Hogans, then simply as The Hogan Family.",https://image.tmdb.org/t/p/original/2deFhQTN01DGG2ys9tNmRRB4SsY.jpg,7.2,35,10751
1978-09-12,2251,Taxi,['US'],en,"Louie De Palma is a cantankerous, acerbic taxi dispatcher in New York City. He tries to maintain order over a collection of varied and strange characters who drive for him. As he bullies and insults them from the safety of his “cage,” they form a special bond among themselves, becoming friends and supporting each other through the inevitable trials and tribulations of life.",https://image.tmdb.org/t/p/original/pua3A2XSaO6bP6WhVDBRbcyRTAS.jpg,7.2,35,18
2003-07-22,3750,Nip/Tuck,['US'],en,"Hotshot plastic surgeons Dr. Sean McNamara and Dr. Christian Troy experience full-blown midlife crises as they confront career, family and romance problems.",https://image.tmdb.org/t/p/original/b8wq87RBCman73pxQzWWK93Eicu.jpg,7.2,18,
2002-10-05,20111,Mobile Suit Gundam SEED,['JP'],ja,"In this era, mankind has developed into two subspecies: Naturals, who reside on Earth and Coordinators, genetically-enhanced humans capable of withstanding the rigors of space who inhabit orbital colonies. The story revolves around a young Coordinator Kira Yamato who becomes involved in the war between the two races after a neutral space colony is invaded by the Coordinators.",https://image.tmdb.org/t/p/original/rWgdDIq4JeaI36KdmLPkYcQjBQ3.jpg,7.4,10759,16
2009-09-27,15632,The Cleveland Show,['US'],en,The bizarre adventures of Cleveland Brown and his family.,https://image.tmdb.org/t/p/original/Qp4gvTc5Cp15VBdt77oXKQ54xF.jpg,5.8,16,35
2011-01-08,35442,Cardfight!! Vanguard,['JP'],ja,"Aichi Sendō is a timid third-year middle school student who has always lived his life looking backwards rather than forward. However, he has a card called ""Blaster Blade"" that was given to him when he was little, which is the sole thing that sustains him. Then Kai Toshiki, a cool-hearted high schooler, introduces Aichi to a card game called ""Vanguard"". When participants battle they picture they are on a planet called ""Klay"", and since Vanguard features a never before seen game system it has become popular around the world. Aichi immediately likes Vanguard, so he begins to play it with his friends Misaki Togura and Kamui Katsuragi, and others like his new rival Kai (who is one of the best Vanguard players). Aichi plays every day and he strives with all his soul and heart to play better, so when he battles Kai, Kai will recognize Aichi's worth.",https://image.tmdb.org/t/p/original/mm0ULBbs9XrHq4OAE8VUa84wvgi.jpg,5.1,10759,16
1993-08-28,2328,Power Rangers,['US'],en,"A team of teenagers with attitude are recruited to save Angel Grove from the evil witch, Rita Repulsa, and later, Lord Zedd, Emperor of all he sees, and their horde of monsters.",https://image.tmdb.org/t/p/original/8lnX8RWeGBdEQPOvf2IKoRtKfZO.jpg,7.0,10759,10765
2000-07-23,4544,Strong Medicine,['US'],en,The lives of staff in the womens' health clinic of a fictitious hospital in Philadelphia.,https://image.tmdb.org/t/p/original/SxrWagwCtPrlI6K50fRl81Omxk.jpg,7.2,18,
1989-04-15,57706,Ranma ½,['JP'],ja,"Saotome Ranma, a teenage martial artist, and his father Genma travel to the 'cursed training ground' of Jusenkyo in China. There, despite the warnings of the Chinese guard, they fall into the cursed springs. From now on, whenever Ranma is doused in cold water, he turns in to a girl, and a cute, well-built red-head at that. Hot water changes him back into a man again, but only until the next time. To make matters worse, his father engages him to Tendo Akane, a girl who hates boys.",https://image.tmdb.org/t/p/original/qb1R5iLZcjIgdDIfXFQXmJadQPI.jpg,8.6,35,10759
2001-09-17,3427,Virtues of Harmony,['HK'],cn,"Virtues of Harmony is a long-running sitcom from Hong Kong, lasting 322 episodes with two direct seasons. Produced by Tsui Yu On, the sitcom was a TVB production and aired five days a week from September 17, 2001 to December 28, 2002. The series chronicles the comical events and life of the Kam household, a rich family during a prosperous time in the Ming Dynasty of China. The series was inspired by the 2000 TVB comedy drama Colourful Life.

Originally planned to be an 150-episode sitcom, an extra 200 episodes were added due to the sitcom's rating success. After the episode finale, a spin-off sequel, Virtues of Harmony II was released in 2003, as well as a spin-off musical, which starred the same cast.",https://image.tmdb.org/t/p/original/jw9nIIn994GCzhCFlg0nuCGISf7.jpg,7.0,10751,35
2014-04-27,60694,Last Week Tonight with John Oliver,['US'],en,"A half-hour satirical look at the week in news, politics and current events.",https://image.tmdb.org/t/p/original/fTsRyRw91wosrLgWuWpU5Omyw5Y.jpg,7.9,10767,35
2013-11-03,64356,The Return of Superman,['KR'],ko,"An up-close look at celebrity dads who have to take care of their kids for the next 48 hours without any help. Will it be a dad-tastrophe, or can they finish their wives' to-do lists while having fun with their kids?",https://image.tmdb.org/t/p/original/qjBx2RCnyyBPgu9qBV7j3UiXjeo.jpg,8.3,10764,
2023-12-22,135238,Gyeongseong Creature,['KR'],ko,"1945, Gyeongseong South Korea. Jang Tae-Sang is a rich man. He is known as the most attractive man around Bukchon in Gyeongseong. He is also a reliable source for information in the area. His talents, including the ability to respond quickly to situations, keen insight and his sociability, have led him to his current position. When he comes into contact with Yoon Chae-Ok, he has to reevaluate his priorities as a person.",https://image.tmdb.org/t/p/original/1qxRfQq9BI9dZ1nOztEtTkqNgea.jpg,8.3,10765,9648
2010-06-16,32294,Hot in Cleveland,['US'],en,"Three fabulous, eccentric, LA best friends of a certain age have their lives changed forever when their plane unexpectedly lands in Cleveland and they soon rediscover themselves in this new ""promised land.""",https://image.tmdb.org/t/p/original/mvSXebWlltJxJUNNkoLb0tzygi2.jpg,7.6,35,
2011-04-17,38464,Blue Exorcist,['JP'],ja,"Humans live in the world of Assiah, demons in Gehenna. The two dimensions are not meant to interfere with each other, but demons still possess creatures in Assiah in spite of this. The humans who can fight these demons are known as exorcists. Rin Okumura is a boy who bears the curse of being Satan's illegitimate son. His foster father sacrificed himself to save him from demons. To avenge his foster father's death as well as to prove himself, Rin decides to follow the path of an exorcist and defeat his own father, Satan. To hone his raw skills, Rin enters True Cross Academy to train with other exorcist candidates.",https://image.tmdb.org/t/p/original/zBYdNSQlsPaFvT6q4Hdr4QNPdE0.jpg,7.9,16,35
1974-10-20,4583,Derrick,['DE'],de,"Derrick was a German TV series produced by Telenova Film und Fernsehproduktion in association with ZDF, ORF and SRG between 1974 and 1998 about Detective Chief Inspector Stephan Derrick and his loyal assistant Inspector Harry Klein, who solve murder cases in Munich and surroundings.",https://image.tmdb.org/t/p/original/begCtQZl9cSK8mdtJT4IwPzyAMF.jpg,6.4,18,80
2001-09-15,543,The Proud Family,['US'],en,"Follow the adventures and misadventures of Penny, a 14-year-old African American girl who's doing her best to navigate through the early years of teen-dom. Penny's every encounter inevitably spirals into bigger than life situations filled with hi-jinks, hilarity and heart. Her quest to balance her home, school and social lives are further complicated by friends like the sassy Dijonay, Penny's nemesis LaCienega Boulevardez, her loving, if not over-protective parents and her hip-to-the-groove-granny, Suga Mama.",https://image.tmdb.org/t/p/original/wcfbfActZ9VZ3anFqe3YYNWOHsG.jpg,7.9,16,35
2005-09-12,2156,The Tyra Banks Show,['US'],en,"The Tyra Banks Show, also known as and shortened to Tyra or The Tyra Show, is an American talk show hosted by Tyra Banks. The last new episode aired on Friday, May 28, 2010. The show featured many special guest stars which include Mike Epps, Cheryl Tiegs, Miley Cyrus, LL Cool J, Rihanna, Michael Rapaport, and Robbi Morgan.",https://image.tmdb.org/t/p/original/du7W8UdGmqpqUUCZdOGGZNmD6uS.jpg,3.9,10767,
2009-09-24,19092,FlashForward,['US'],en,"When the entire world blacks out for two minutes and seventeen seconds, everyone sees a flash of their own future 6 months from the present. For some, the future is hopeful, while for others, it is unexpected. For a few, it doesn't seem to exist. Knowing their fate will alter each person's life, destinies will be changed.",https://image.tmdb.org/t/p/original/7iu2HJ8ZSNbBgFLi42JNcuPjBax.jpg,7.1,10765,18
1997-09-13,2198,101 Dalmatians: The Series,['US'],en,"After foiling Cruella DeVil's plot to make a fur coat with the puppies' skins, the Dearly Family (Roger and Anita Dearly, Nanny, Pongo, Perdita, their 15 birth puppies and 84 adopted puppies) move to a new farm home in the country. Join Pongo and Perdy's pups, brave Lucky, tubby Rolly and Cadpig the runt, together with their chicken friend Spot, as they defend their new home from Cruella DeVil (Anita's boss and now new neighbor), continually get in and out of trouble, sneak into Grutely, and have all sorts of crazy adventures around the farm. Also along for the fun is Tripod, Patch, Two-Tone, Wizzer, Dipstick, Mooch, and the rest of their barnyard friends.",https://image.tmdb.org/t/p/original/3XnznfCQvfAKDUnuQLaXtkb36hL.jpg,6.6,10762,16
1989-03-26,4018,Quantum Leap,['US'],en,"Theorizing that one could time travel within his own lifetime, Dr. Sam Beckett stepped into the Quantum Leap accelerator and vanished... He woke to find himself trapped in the past, facing mirror images that were not his own and driven by an unknown force to change history for the better. His only guide on this journey is Al, an observer from his own time, who appears in the form of a hologram that only Sam can see and hear. And so Dr. Beckett finds himself leaping from life to life, striving to put right what once went wrong and hoping each time that his next leap will be the leap home.",https://image.tmdb.org/t/p/original/ujIGP3e3V6kDQHRhjNYtUE3fHJi.jpg,8.1,10765,10759
1986-10-11,42444,Saint Seiya,['JP'],ja,"Ages ago, the goddess Athena was served by fighters called Saints who channeled the power of the Cosmos within them. Now a youth named Seiya has trained to become a Saint himself by earning the mystical Cloth of Pegasus. He is joined by other Saints with Cloths of their own to fight for Athena.",https://image.tmdb.org/t/p/original/dhtiYYbob8saEUFWle3aWgVY28M.jpg,8.5,16,18
1990-09-08,1767,Bobby's World,['US'],en,"Bobby Generic lives in a typical suburban neighborhood and uses his overactive imagination to discover a world of daring adventure, incredible wonder and lots of laughs — all in pint-sized perspective.",https://image.tmdb.org/t/p/original/zrcPIkzTim0ICyc6h81LfmBSQgB.jpg,6.9,16,
2020-01-20,136166,Lang Leve de Liefde,['NL'],nl,,https://image.tmdb.org/t/p/original/9lpvvzEl5kViIc2vUJG4QKzj2ds.jpg,6.0,10764,
1989-08-21,1212,Prisoners of Gravity,['CA'],en,"Prisoners of Gravity was a Canadian public broadcasting television news magazine program that explored speculative fiction — science fiction, fantasy, horror, comic books — and its relation to various thematic and social issues. Produced by TVOntario, the show was the brainchild of former comic retail manager Mark Askwith and writer Daniel Richler, and was hosted by Rick Green. The series aired 139 episodes over 5 seasons from 1989 to 1994.",https://image.tmdb.org/t/p/original/iYgDca5h0hQm8hFuLWivTeomET2.jpg,5.7,99,
2008-04-02,20695,Yu-Gi-Oh! 5D's,['JP'],ja,"The future of dueling is revving up! And with it begins a new legend! Yu-Gi-Oh! 5D's!

Welcome to New Domino City! Once the playground to legendary duelist Yugi Muto, this sprawling metropolis has since been transformed into a futuristic society where dueling has kicked into overdrive. With recent technological advancements made by KaibaCorp, dueling has undergone a metamorphosis that has revolutionized the makeup and pace of the game! It’s now a heart-pounding, adrenaline-filled and fuel injected competition where duelists ride supercharged hyper cycles called Duel Runners and battle it out in hi-octane contests called “Turbo Duels.” The winners and losers aren’t just separated by skill and strength… but by SPEED!

However, for five special duelists, it's not just about winning or losing anymore - it's about survival, for they are the chosen ""Signers"" who have been marked by destiny to uncover the secrets of the five dragons!",https://image.tmdb.org/t/p/original/rzfbuGpcpg8jArmO2lPbO1KwT9O.jpg,8.1,16,10765
1986-09-22,4658,ALF,['US'],en,A furry alien wiseguy comes to live with a terran family after crashing into their garage.,https://image.tmdb.org/t/p/original/shRed7ZrCRjdIMEYNx2YBVFkkNu.jpg,7.7,10751,35
1949-09-15,31179,The Lone Ranger,['US'],en,"The Lone Ranger is an American western television series that ran from 1949 to 1957, starring Clayton Moore with Jay Silverheels as Tonto. The live-action series initially featured Gerald Mohr as the episode narrator. Fred Foy served as both narrator and announcer of the radio series from 1948 to its finish and became announcer of the television version when story narration was dropped there. This was by far the highest-rated television program on the ABC network in the early 1950s and its first true ""hit"".",https://image.tmdb.org/t/p/original/sAQSKgrYC0l5kQbLk8QXINAK6F4.jpg,6.8,37,10759
1964-09-25,2413,"Gomer Pyle, U.S.M.C.",['US'],en,"Gomer Pyle, U.S.M.C. is an American situation comedy that originally aired on CBS from September 25, 1964, to May 2, 1969. The series was a spinoff of The Andy Griffith Show, and the pilot was aired as the finale of the fourth season of The Andy Griffith Show on May 18, 1964. The show ran for five seasons and a total of 150 episodes. In 2006, CBS Home Entertainment began releasing the series on DVD. The final season was released in November 2008.

The series was created by Aaron Ruben, who also produced the show with Sheldon Leonard and Ronald Jacobs. Filmed and set in California, it stars Jim Nabors as Gomer Pyle, a naive but good-natured gas-station attendant from the town of Mayberry, North Carolina, who enlists in the United States Marine Corps. Frank Sutton plays Gomer's high-octane, short-fused Gunnery Sergeant Vince Carter, and Ronnie Schell plays Gomer's friend Gilbert ""Duke"" Slater. Allan Melvin played in the recurring role of Gunnery Sergeant Carter's rival, Sergeant Charley Hacker. The series never discussed nor addressed the then-current Vietnam War, instead focusing on the relationship between Gomer and Sergeant Carter. The show retained high ratings throughout its run.",https://image.tmdb.org/t/p/original/iBtGm3Dk2mdOftPeEtiOMhAy2lw.jpg,7.2,35,10751
1987-09-29,1448,thirtysomething,['US'],en,"Thirtysomething is an American television drama about a group of baby boomers in their late thirties. It was created by Marshall Herskovitz and Edward Zwick for MGM/UA Television Group and The Bedford Falls Company, and aired on ABC. It premiered in the U.S. on September 29, 1987. It lasted four seasons, with the last of its 85 episodes airing on May 28, 1991.

The title of the show was designed as thirtysomething by Kathie Broyles, who combined the words of the original title, Thirty Something.

In 1997, ""The Go Between"" and ""Samurai Ad Man"" were ranked #22 on TV Guide′s 100 Greatest Episodes of All Time.

In 2002, Thirtysomething was ranked #19 on TV Guide′s 50 Greatest TV Shows of All Time, and in 2013 TV Guide ranked it #10 in its list of The 60 Greatest Dramas of All Time.",https://image.tmdb.org/t/p/original/gC4CW183RUTvOg5nkLfOnERJ5ov.jpg,6.5,18,
1984-09-16,1908,Miami Vice,['US'],en,"The story of the Miami Police Department's vice squad and its efforts to end drug trafficking and prostitution, centered on the unlikely partnership of Sonny Crockett and Ricardo Tubbs - who first meet when Tubbs is undercover in a drug cartel.",https://image.tmdb.org/t/p/original/b5kLqC6eDiA17nq3jr1Vi340Kns.jpg,7.5,80,18
2011-04-03,39659,TIGER & BUNNY,['JP'],ja,"In an alternate New York City protected by a band of superheroes called NEXT, veteran Wild Tiger is forced to team up with rookie Barnaby Brooks Jr.",https://image.tmdb.org/t/p/original/7wMu4oweCllUTdFFjAhIRTh1L6p.jpg,6.9,10759,16
2005-04-06,31736,Eyeshield 21,['JP'],ja,"In Tokyo, a weak, unassertive boy named Sena Kobayakawa enters the high school of his choice, Deimon Private Senior High School. Sena's only remarkable physical abilities are his running speed and agility, which are noted by the school's American football team captain Yoichi Hiruma. Hiruma forces Sena to join the Deimon Devil Bats football team as its running back. To protect his identity from other teams who want to recruit him, Sena is forced to publicly assume the role of the team secretary and enter the field under the pseudonym of ""Eyeshield 21"" wearing a helmet with an eyeshield to hide his features.",https://image.tmdb.org/t/p/original/yp29cySITMuZF3Exw8gnRomupz8.jpg,8.4,16,35
